src_city,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
yelan-koleno,Yelan’-Koleno,46.0,RU,1600403852.0,44.0,51.15,41.23,58.98,10.07
severo-kurilsk,Severo-Kuril'sk,100.0,RU,1600403853.0,86.0,50.68,156.12,54.7,6.69
aitape,Aitape,96.0,PG,1600403854.0,74.0,-3.14,142.35,84.51,7.23
kruisfontein,Kruisfontein,0.0,ZA,1600403856.0,77.0,-34.0,24.73,52.38,6.06
santa cruz de la palma,Santa Cruz de La Palma,44.0,ES,1600403857.0,64.0,28.68,-17.76,73.4,4.7
grindavik,Grindavik,90.0,IS,1600403858.0,100.0,63.84,-22.43,44.6,19.46
yambio,Yambio,54.0,SS,1600403859.0,93.0,4.57,28.4,70.81,0.47
airai,Airai,3.0,TL,1600403861.0,48.0,-8.93,125.41,80.04,3.78
tacoronte,Tacoronte,55.0,ES,1600403862.0,88.0,28.48,-16.41,70.0,18.34
aklavik,Aklavik,90.0,CA,1600403863.0,76.0,68.22,-135.01,48.2,9.17
manavgat,Manavgat,0.0,TR,1600403864.0,88.0,36.79,31.44,73.4,2.24
kaitangata,Kaitangata,100.0,NZ,1600403865.0,60.0,-46.28,169.85,51.01,24.0
serra,Serra,0.0,BR,1600403866.0,78.0,-20.13,-40.31,73.4,12.75
tunduma,Tunduma,74.0,TZ,1600403868.0,54.0,-9.3,32.77,63.72,2.37
kloulklubed,Kloulklubed,75.0,PW,1600403869.0,83.0,7.04,134.26,80.6,4.7
salalah,Salalah,75.0,OM,1600403624.0,78.0,17.02,54.09,82.4,6.93
mosquera,Mosquera,75.0,CO,1600403871.0,100.0,4.71,-74.23,53.6,2.53
general roca,General Roca,98.0,AR,1600403872.0,40.0,-39.03,-67.58,53.6,11.41
pitimbu,Pitimbu,20.0,BR,1600403874.0,94.0,-7.47,-34.81,69.8,6.93
san alberto,San Alberto,89.0,CO,1600403875.0,81.0,7.76,-73.39,74.79,3.22
progreso,Progreso,75.0,MX,1600403876.0,88.0,21.28,-89.67,81.0,6.64
isiro,Isiro,90.0,CD,1600403877.0,97.0,2.77,27.62,68.65,0.78
susehri,Suşehri,0.0,TR,1600403878.0,29.0,40.16,38.09,72.03,1.36
ahipara,Ahipara,72.0,NZ,1600403879.0,70.0,-35.17,173.17,56.77,16.58
el tocuyo,El Tocuyo,19.0,VE,1600403881.0,65.0,9.79,-69.79,77.0,5.82
shimoda,Shimoda,75.0,JP,1600403882.0,79.0,34.67,138.95,86.0,21.92
lompoc,Lompoc,1.0,US,1600403790.0,87.0,34.64,-120.46,60.8,8.05
gorele,Görele,75.0,TR,1600403884.0,69.0,41.03,39.0,75.2,6.93
abda,Abda,38.0,HU,1600403885.0,81.0,47.69,17.54,48.99,8.05
yazykovo,Yazykovo,62.0,RU,1600403886.0,81.0,55.22,56.14,46.81,14.45
sioux lookout,Sioux Lookout,40.0,CA,1600403888.0,87.0,50.1,-91.92,32.0,2.48
guerrero negro,Guerrero Negro,0.0,MX,1600403889.0,46.0,27.98,-114.06,80.74,10.96
marawi,Marawi,91.0,PH,1600403890.0,78.0,8.0,124.29,84.99,8.01
fier,Fier,73.0,AL,1600403892.0,62.0,40.72,19.56,72.57,5.64
malabo,Malabo,40.0,GQ,1600403893.0,100.0,3.75,8.78,75.2,4.7
quang ngai,Quang Ngai,100.0,VN,1600403776.0,67.0,15.12,108.8,84.49,10.22
sorland,Sørland,75.0,NO,1600403895.0,87.0,67.67,12.69,50.0,27.51
ardrishaig,Ardrishaig,0.0,GB,1600403896.0,87.0,56.02,-5.45,51.8,2.24
foam lake,Foam Lake,98.0,CA,1600403897.0,70.0,51.65,-103.53,43.95,8.19
provideniya,Provideniya,75.0,RU,1600403899.0,66.0,64.38,-173.3,51.8,6.71
fez,Fes,75.0,MA,1600403900.0,93.0,34.04,-5.0,66.2,4.7
lubango,Lubango,0.0,AO,1600403901.0,36.0,-14.92,13.49,58.37,4.81
san vicente,San Vicente,36.0,AR,1600403902.0,100.0,-26.62,-54.13,59.43,1.32
arlit,Arlit,97.0,NE,1600403903.0,41.0,18.74,7.39,86.52,5.46
nkpor,Nkpor,98.0,NG,1600403905.0,99.0,6.15,6.84,71.2,2.21
reyes,Reyes,79.0,BO,1600403906.0,65.0,-14.32,-67.38,76.01,3.2
oranjemund,Oranjemund,9.0,NA,1600403907.0,94.0,-28.55,16.43,54.52,7.54
mahibadhoo,Mahibadhoo,71.0,MV,1600403908.0,76.0,3.78,72.97,82.51,8.72
adrar,Adrar,1.0,MR,1600403909.0,15.0,20.5,-10.07,88.77,11.03
kihurio,Kihurio,89.0,TZ,1600403911.0,70.0,-4.47,38.07,70.7,2.73
nizhniy kuranakh,Nizhniy Kuranakh,69.0,RU,1600403912.0,48.0,58.84,125.49,53.94,8.7
kemise,Kemisē,9.0,ET,1600403913.0,57.0,10.72,39.87,73.81,3.27
pangnirtung,Pangnirtung,2.0,CA,1600403914.0,81.0,66.15,-65.71,32.56,4.32
uribia,Uribia,7.0,CO,1600403915.0,71.0,11.71,-72.27,83.16,9.1
sindor,Sindor,100.0,RU,1600403917.0,74.0,62.86,51.89,40.57,5.88
umea,Umeå,100.0,SE,1600403681.0,75.0,63.83,20.26,50.0,9.17
saldanha,Saldanha,74.0,ZA,1600403919.0,87.0,-33.01,17.94,46.4,1.12
filingue,Filingué,99.0,NE,1600403920.0,69.0,14.35,3.32,82.11,4.54
ostrovnoy,Ostrovnoy,100.0,RU,1600403921.0,83.0,68.05,39.51,41.38,8.08
guangshui,Guangshui,0.0,CN,1600403923.0,40.0,31.62,114.0,82.08,2.93
francisco sa,Francisco Sá,28.0,BR,1600403924.0,43.0,-16.48,-43.49,71.6,2.24
coahuayana,Coahuayana Viejo,100.0,MX,1600403925.0,81.0,18.73,-103.68,78.19,1.3
darab,Dārāb,0.0,IR,1600403926.0,16.0,28.75,54.54,80.6,15.46
ust-karsk,Ust'-Karsk,100.0,RU,1600403927.0,42.0,52.7,118.81,58.89,8.59
nishihara,Nishihara,75.0,JP,1600403929.0,59.0,26.18,127.76,89.6,6.93
puerto penasco,Puerto Peñasco,0.0,MX,1600403930.0,84.0,31.32,-113.53,87.01,7.0
yankton,Yankton,90.0,US,1600403931.0,48.0,42.87,-97.4,60.8,9.17
morondava,Morondava,7.0,MG,1600403932.0,78.0,-20.28,44.28,75.61,9.19
salinas,Salinas,1.0,US,1600403778.0,72.0,36.68,-121.66,66.99,8.05
codrington,Codrington,100.0,AU,1600403935.0,86.0,-38.27,141.97,56.14,11.21
texiguat,Texíguat,75.0,HN,1600403936.0,100.0,13.65,-87.02,66.2,2.24
tessalit,Tessalit,29.0,ML,1600403937.0,45.0,20.2,1.01,84.88,5.28
coolum beach,Coolum Beach,1.0,AU,1600403766.0,75.0,-26.53,153.1,73.0,5.01
sao filipe,São Filipe,7.0,CV,1600403939.0,85.0,14.9,-24.5,79.18,6.78
la ronge,La Ronge,75.0,CA,1600403940.0,76.0,55.1,-105.28,48.2,3.36
canyon lake,Canyon Lake,76.0,US,1600403878.0,89.0,29.88,-98.26,72.0,5.99
sunrise manor,Sunrise Manor,1.0,US,1600403943.0,8.0,36.21,-115.07,95.0,10.29
deputatskiy,Deputatsky,100.0,RU,1600403944.0,90.0,69.3,139.9,41.9,10.96
tjaereborg,Tjæreborg,70.0,DK,1600403945.0,100.0,55.46,8.58,37.4,1.12
hofn,Hofn,0.0,IS,1600403946.0,67.0,64.25,-15.21,48.47,6.13
ha tinh,Ha Tinh,100.0,VN,1600403730.0,90.0,18.33,105.9,80.26,23.78
dunedin,Dunedin,99.0,NZ,1600403949.0,62.0,-45.87,170.5,52.0,45.01
tutoia,Tutóia,26.0,BR,1600403950.0,79.0,-2.76,-42.27,78.93,14.54
tanhacu,Tanhaçu,21.0,BR,1600403951.0,69.0,-14.02,-41.25,64.09,3.89
kalmunai,Kalmunai,86.0,LK,1600403952.0,55.0,7.42,81.82,88.47,1.9
halifax,Halifax,88.0,CA,1600403823.0,98.0,44.65,-63.57,62.01,6.71
kabompo,Kabompo,29.0,ZM,1600403955.0,64.0,-13.59,24.2,64.56,2.71
ancud,Ancud,96.0,CL,1600403956.0,83.0,-41.87,-73.82,46.0,13.98
mandalgovi,Mandalgovi,0.0,MN,1600403957.0,32.0,45.76,106.27,61.97,2.51
watsa,Watsa,98.0,CD,1600403958.0,97.0,3.04,29.54,66.33,1.34
luderitz,Lüderitz,0.0,NA,1600403959.0,68.0,-26.65,15.16,55.63,12.5
sibolga,Sibolga,89.0,ID,1600403961.0,73.0,1.74,98.78,82.49,3.33
aleksandrov gay,Aleksandrov Gay,92.0,RU,1600403962.0,35.0,50.15,48.57,60.53,14.72
ladario,Ladário,8.0,BR,1600403963.0,64.0,-19.0,-57.6,75.69,3.96
dawei,Dawei,99.0,MM,1600403965.0,77.0,14.08,98.2,83.43,4.07
namatanai,Namatanai,100.0,PG,1600403966.0,83.0,-3.67,152.43,79.52,9.31
milyutinskaya,Milyutinskaya,67.0,RU,1600403967.0,49.0,48.63,41.67,59.25,12.59
bandarbeyla,Bandarbeyla,77.0,SO,1600403969.0,65.0,9.49,50.81,81.25,24.47
karratha,Karratha,0.0,AU,1600403905.0,40.0,-20.74,116.85,81.48,15.41
tiznit,Tiznit Province,93.0,MA,1600403971.0,50.0,29.58,-9.5,76.5,1.77
coihaique,Coyhaique,90.0,CL,1600403930.0,93.0,-45.58,-72.07,35.6,21.92
gravdal,Gravdal,75.0,NO,1600403974.0,87.0,68.12,13.5,50.0,27.51
fayaoue,Fayaoué,0.0,NC,1600403975.0,83.0,-20.65,166.53,73.96,16.84
ardesen,Ardeşen,0.0,TR,1600403976.0,88.0,41.19,40.99,69.8,13.87
russell,Russell,1.0,US,1600403977.0,94.0,32.35,-85.2,71.6,3.8
strezhevoy,Strezhevoy,100.0,RU,1600403978.0,87.0,60.73,77.59,46.4,4.47
nizhniy baskunchak,Nizhniy Baskunchak,39.0,RU,1600403980.0,47.0,48.22,46.83,61.39,15.03
vieux fort,Vieux Fort,94.0,LC,1600403981.0,88.0,13.72,-60.95,79.0,4.7
sao joao da barra,São João da Barra,0.0,BR,1600403923.0,81.0,-21.64,-41.05,71.55,15.37
praia,Praia,0.0,CV,1600403983.0,82.0,14.92,-23.51,79.27,5.77
brigantine,Brigantine,90.0,US,1600403985.0,100.0,39.41,-74.36,66.99,5.23
ciudad guayana,Ciudad Guayana,89.0,VE,1600403986.0,82.0,8.35,-62.65,81.0,1.99
abu zabad,Abū Zabad,40.0,SD,1600403987.0,60.0,12.35,29.25,80.1,5.35
kanchanaburi,Kanchanaburi,100.0,TH,1600403988.0,75.0,14.63,99.1,81.3,2.26
huilong,Huilong,100.0,CN,1600403989.0,88.0,31.81,121.66,70.0,6.4
vilhena,Vilhena,62.0,BR,1600403991.0,34.0,-12.74,-60.15,72.5,0.27
norman wells,Norman Wells,75.0,CA,1600403992.0,66.0,65.28,-126.83,50.0,5.82
saquena,Saquena,32.0,PE,1600403993.0,74.0,-4.67,-73.52,75.97,1.19
zhezkazgan,Zhezkazgan,90.0,KZ,1600403995.0,87.0,47.8,67.71,46.4,11.18
kumluca,Kumluca,0.0,TR,1600403996.0,41.0,36.37,30.29,85.12,2.04
srednekolymsk,Srednekolymsk,100.0,RU,1600403997.0,91.0,67.45,153.68,43.03,15.23
trat,Trat,90.0,TH,1600403998.0,100.0,12.5,102.5,78.8,4.9
praia da vitoria,Praia da Vitória,75.0,PT,1600403999.0,94.0,38.73,-27.07,69.8,13.33
kenai,Kenai,90.0,US,1600404001.0,58.0,60.55,-151.26,53.6,11.41
beloslav,Beloslav,53.0,BG,1600404002.0,68.0,43.18,27.7,68.0,19.46
dali,Dali,100.0,CN,1600404003.0,82.0,25.7,100.18,62.76,2.73
terrace bay,Terrace Bay,1.0,CA,1600404004.0,70.0,48.78,-87.1,38.5,7.27
novoagansk,Novoagansk,0.0,RU,1600404006.0,73.0,61.94,76.66,52.88,7.34
salisbury,Salisbury,22.0,GB,1600403938.0,87.0,51.07,-1.8,51.8,12.5
tournon-sur-rhone,Tournon-sur-Rhône,1.0,FR,1600404008.0,80.0,45.07,4.83,64.0,2.35
sacama,Sacama,67.0,EC,1600404009.0,100.0,-3.9,-79.27,49.48,2.75
novaya ladoga,Novaya Ladoga,100.0,RU,1600404010.0,83.0,60.1,32.3,46.0,22.57
ambilobe,Ambilobe,81.0,MG,1600404012.0,45.0,-13.2,49.05,79.63,6.29
qarchi gak,Qarchī Gak,20.0,AF,1600404013.0,28.0,37.04,66.79,69.8,14.99
hudiksvall,Hudiksvall,100.0,SE,1600404014.0,47.0,61.73,17.1,51.35,4.7
acajutla,Acajutla,94.0,SV,1600404015.0,98.0,13.59,-89.83,72.0,4.81
martil,Martil,75.0,MA,1600404017.0,88.0,35.62,-5.28,69.8,6.93
new philadelphia,New Philadelphia,75.0,US,1600404018.0,82.0,40.49,-81.45,57.2,4.7
amga,Amga,0.0,RU,1600404019.0,34.0,60.9,131.96,59.72,6.15
saryozek,Saryozek,11.0,KZ,1600404021.0,42.0,44.36,77.98,53.83,3.56
soldotna,Soldotna,90.0,US,1600403920.0,58.0,60.49,-151.06,53.6,4.7
juegang,Juegang,100.0,CN,1600404023.0,81.0,32.32,121.19,69.13,9.15
nuevitas,Nuevitas,39.0,CU,1600404024.0,100.0,21.55,-77.26,75.2,2.24
lokosovo,Lokosovo,100.0,RU,1600404025.0,95.0,61.13,74.82,48.79,5.84
hanyang,Hanyang,91.0,CN,1600404027.0,70.0,32.14,105.51,70.03,5.26
los llanos de aridane,Los Llanos de Aridane,75.0,ES,1600404028.0,64.0,28.66,-17.92,73.4,4.7
cairns,Cairns,90.0,AU,1600403774.0,73.0,-16.92,145.77,77.0,14.99
karasburg,Karasburg,0.0,NA,1600404030.0,36.0,-28.02,18.75,55.17,8.41
yakeshi,Yakeshi,100.0,CN,1600404031.0,80.0,49.28,120.73,52.39,10.47
pilar,Pilar,20.0,BR,1600404032.0,94.0,-9.6,-35.96,68.0,4.7
gonbad-e qabus,Gonbad-e Kāvūs,0.0,IR,1600404034.0,46.0,37.25,55.17,73.4,3.74
walvis bay,Walvis Bay,0.0,NA,1600404035.0,93.0,-22.96,14.51,53.01,10.29
port hedland,Port Hedland,0.0,AU,1600404036.0,25.0,-20.32,118.57,84.2,13.87
koulikoro,Koulikoro,100.0,ML,1600404037.0,82.0,14.0,-7.75,74.01,5.57
altamira,Altamira,7.0,BR,1600404039.0,68.0,-3.2,-52.21,76.93,3.6
porto novo,Porto-Novo,40.0,BJ,1600403971.0,94.0,6.5,2.6,75.2,3.36
ekibastuz,Ekibastuz,98.0,KZ,1600404041.0,60.0,51.67,75.37,54.54,20.4
xalpatlahuac,Xalpatlahuac,100.0,MX,1600404042.0,93.0,17.47,-98.62,62.1,4.61
sao francisco do sul,São Francisco do Sul,90.0,BR,1600404043.0,100.0,-26.24,-48.64,66.99,2.24
salinopolis,Salinópolis,0.0,BR,1600404045.0,83.0,-0.61,-47.36,78.96,10.83
pachino,Pachino,0.0,IT,1600404046.0,80.0,36.72,15.09,70.0,8.7
san juan evangelista,San Juan Evangelista,100.0,MX,1600404047.0,96.0,17.9,-95.13,75.0,3.65
dalmatovo,Dalmatovo,97.0,RU,1600404048.0,76.0,56.26,62.94,46.35,13.18
souillac,Souillac,20.0,MU,1600404049.0,60.0,-20.52,57.52,73.4,16.11
pogar,Pogar,74.0,RU,1600404051.0,80.0,52.55,33.26,47.48,17.63
jaciara,Jaciara,26.0,BR,1600404052.0,37.0,-15.97,-54.97,74.52,1.39
aragarcas,Aragarças,11.0,BR,1600404053.0,30.0,-15.9,-52.25,73.71,1.19
tranas,Tranås,33.0,SE,1600404054.0,100.0,58.04,14.98,46.99,8.05
vaasa,Vaasa,95.0,FI,1600404055.0,87.0,63.1,21.62,50.0,6.93
gat,Kiryat Gat,0.0,IL,1600403821.0,80.0,31.61,34.76,79.0,3.96
sangueya,Sanguéya,92.0,GN,1600404058.0,95.0,10.7,-14.37,74.32,2.01
inhambane,Inhambane,1.0,MZ,1600403928.0,78.0,-23.86,35.38,73.8,5.95
morgantown,Morgantown,20.0,US,1600404060.0,82.0,39.63,-79.96,62.6,4.59
tura,Tura,30.0,IN,1600404007.0,85.0,25.52,90.22,83.91,1.99
kiama,Kiama,100.0,AU,1600404062.0,84.0,-34.68,150.87,62.01,1.99
urengoy,Urengoy,100.0,RU,1600404064.0,70.0,65.97,78.37,51.67,13.4
osorno,Osorno,100.0,CL,1600404065.0,93.0,-40.57,-73.15,44.6,5.82
hualmay,Hualmay,6.0,PE,1600404066.0,85.0,-11.1,-77.61,59.02,7.49
leningradskiy,Leningradskiy,100.0,RU,1600404067.0,97.0,69.38,178.42,32.52,16.75
kutum,Kutum,29.0,SD,1600404068.0,38.0,14.2,24.67,77.59,4.5
alta floresta,Alta Floresta,21.0,BR,1600404070.0,42.0,-9.88,-56.09,73.42,1.74
caravelas,Caravelas,45.0,BR,1600404071.0,82.0,-17.71,-39.25,70.03,6.4
ahuimanu,‘Āhuimanu,40.0,US,1600404072.0,65.0,21.44,-157.84,82.4,9.17
vinstra,Vinstra,9.0,NO,1600404073.0,68.0,61.6,9.75,41.22,1.77
lake cowichan,Lake Cowichan,90.0,CA,1600404074.0,93.0,48.83,-124.05,64.99,2.24
puerto quijarro,Puerto Quijarro,16.0,BO,1600404076.0,52.0,-17.78,-57.77,78.26,5.37
durango,Durango,50.0,MX,1600403888.0,83.0,24.83,-104.83,59.79,3.47
coquimbo,Coquimbo,0.0,CL,1600404078.0,93.0,-29.95,-71.34,51.8,3.36
tangjiazhuang,Tangjiazhuang,0.0,CN,1600404079.0,24.0,39.73,118.45,78.35,10.71
cabedelo,Cabedelo,20.0,BR,1600404080.0,94.0,-6.98,-34.83,69.8,6.93
birjand,Birjand,0.0,IR,1600404082.0,34.0,32.87,59.22,64.4,11.41
elat,Eilat,38.0,IL,1600403973.0,66.0,29.56,34.95,86.0,13.87
wanning,Wanning,100.0,CN,1600404084.0,88.0,18.8,110.4,82.51,16.06
viedma,Viedma,12.0,AR,1600404085.0,45.0,-40.81,-63.0,50.36,16.28
koumac,Koumac,21.0,NC,1600404086.0,75.0,-20.57,164.28,74.25,13.65
karsun,Karsun,97.0,RU,1600404087.0,47.0,54.2,46.98,56.84,15.86
boca do acre,Boca do Acre,67.0,BR,1600404089.0,55.0,-8.75,-67.4,78.08,1.48
asosa,Āsosa,8.0,ET,1600404090.0,94.0,10.07,34.53,66.22,3.09
lensk,Lensk,53.0,RU,1600404091.0,53.0,60.73,114.93,58.8,4.23
mangan,Mangan,98.0,IN,1600404092.0,54.0,27.52,88.53,83.26,4.32
padang,Padang,100.0,ID,1600404092.0,71.0,-0.95,100.35,83.79,8.63
okato,Okato,32.0,NZ,1600404095.0,50.0,-39.2,173.88,55.0,15.01
papara,Papara,40.0,BR,1600404096.0,78.0,-3.98,-38.73,78.8,13.87
liku,Liku,37.0,ID,1600404097.0,55.0,-0.73,119.89,87.58,2.01
sabang,Sabang,100.0,ID,1600404098.0,73.0,5.89,95.32,83.21,25.59
cartagena,Cartagena,96.0,CO,1600404099.0,78.0,10.4,-75.51,80.83,4.12
grand gaube,Grand Gaube,82.0,MU,1600404101.0,59.0,-20.01,57.66,75.0,7.0
syracuse,Syracuse,1.0,IT,1600403954.0,88.0,37.09,15.28,73.4,5.82
malanville,Malanville,74.0,BJ,1600404103.0,91.0,11.87,3.39,74.05,3.24
fujinomiya,Fujinomiya,75.0,JP,1600404104.0,79.0,35.22,138.62,84.2,14.99
huambo,Huambo,95.0,AO,1600404105.0,73.0,-12.78,15.74,56.53,3.0
kroya,Kroya,30.0,ID,1600404107.0,62.0,-7.63,109.25,85.14,9.95
sfantu gheorghe,Sfântu Gheorghe,33.0,RO,1600403986.0,73.0,45.87,25.78,57.0,4.23
redwater,Redwater,1.0,US,1600404109.0,88.0,33.36,-94.25,73.4,3.36
prince rupert,Prince Rupert,75.0,CA,1600404110.0,100.0,54.32,-130.32,57.2,4.7
flinders,Flinders,100.0,AU,1600404111.0,84.0,-34.58,150.86,62.01,1.99
korla,Korla,24.0,CN,1600404112.0,15.0,41.76,86.15,80.8,16.13
pleasanton,Pleasanton,1.0,US,1600403981.0,68.0,37.66,-121.87,66.99,6.93
banjar,Banjar,20.0,ID,1600404115.0,74.0,-8.19,114.97,86.0,16.11
sunam,Sunām,0.0,IN,1600404116.0,40.0,30.13,75.8,95.47,4.14
dovers,Dovers,69.0,VC,1600404117.0,69.0,12.88,-61.18,82.89,3.04
puerto colombia,Puerto Colombia,20.0,CO,1600404118.0,94.0,10.99,-74.95,78.8,3.42
bereda,Bereda,100.0,ES,1600404120.0,100.0,43.27,-7.54,62.01,1.99
chapais,Chapais,75.0,CA,1600403926.0,74.0,49.78,-74.85,35.6,5.82
vesoul,Arrondissement de Vesoul,0.0,FR,1600404122.0,93.0,47.58,5.83,57.99,1.12
olinda,Olinda,40.0,BR,1600404123.0,83.0,-8.01,-34.86,73.4,3.36
tucuman,San Miguel de Tucumán,0.0,AR,1600404012.0,55.0,-26.82,-65.22,62.6,4.7
turayf,Turaif,59.0,SA,1600404125.0,33.0,31.67,38.66,77.0,9.17
spalding,Spalding,90.0,US,1600404127.0,94.0,33.27,-84.28,70.0,2.59
hay river,Hay River,20.0,CA,1600404128.0,70.0,60.82,-115.8,48.2,9.17
ayan,Ayan,100.0,RU,1600404129.0,76.0,56.45,138.17,51.91,21.14
betamcherla,Betamcherla,97.0,IN,1600404130.0,74.0,15.47,78.17,82.81,15.95
akyab,Sittwe,98.0,MM,1600404131.0,71.0,20.15,92.9,87.51,2.55
yarada,Yārāda,20.0,IN,1600404133.0,75.0,17.65,83.27,89.6,5.82
puerto escondido,Puerto Escondido,100.0,MX,1600404134.0,79.0,15.85,-97.07,79.61,4.16
takoradi,Takoradze,41.0,GH,1600404135.0,88.0,4.88,-1.76,73.94,6.76
jibuti,Djibouti,0.0,DJ,1600404136.0,45.0,11.5,42.5,87.46,4.68
aktash,Aktash,96.0,RU,1600404138.0,73.0,50.3,87.73,44.17,4.09
high level,High Level,20.0,CA,1600404001.0,70.0,58.52,-117.14,48.2,4.7
beisfjord,Beisfjord,100.0,NO,1600404140.0,93.0,68.38,17.6,51.8,29.97
taiyuan,Taiyuan,0.0,CN,1600404141.0,35.0,37.87,112.56,71.6,6.71
kannod,Kannod,78.0,IN,1600404142.0,72.0,22.67,76.73,86.72,5.57
namibe,Mossamedes,0.0,AO,1600404143.0,86.0,-15.2,12.15,58.19,2.57
melipilla,Melipilla,0.0,CL,1600404145.0,100.0,-33.7,-71.22,57.2,1.12
kulhudhuffushi,Kulhudhuffushi,40.0,MV,1600404146.0,77.0,6.62,73.07,82.54,17.52
chiang rai,Chiang Rai,40.0,TH,1600404147.0,83.0,19.91,99.83,86.0,9.17
oktyabrskoye,Oktyabr'skoye,75.0,RU,1600404148.0,93.0,43.06,44.74,55.0,4.47
ciego de avila,Ciego de Ávila,17.0,CU,1600404149.0,88.0,21.84,-78.76,75.96,1.92
omsukchan,Omsukchan,98.0,RU,1600404151.0,71.0,62.53,155.8,39.56,6.82
stepnyak,Stepnyak,91.0,KZ,1600404152.0,73.0,52.83,70.78,52.25,17.85
narasimharajapura,Narasimharājapura,94.0,IN,1600404153.0,82.0,13.62,75.52,76.98,9.44
tianmen,Tianmen,1.0,CN,1600404154.0,58.0,30.65,113.16,78.85,0.89
floro,Florø,75.0,NO,1600404156.0,100.0,61.6,5.03,48.2,13.87
sarangani,Sarangani,77.0,PH,1600404157.0,77.0,5.4,125.46,82.06,13.44
callaway,Callaway,1.0,US,1600404158.0,88.0,30.15,-85.57,75.99,4.7
erdaojiang,Erdaojiang,76.0,CN,1600404159.0,61.0,41.78,126.03,62.22,12.97
huarmey,Huarmey,0.0,PE,1600404160.0,86.0,-10.07,-78.15,59.36,5.77
neiafu,Neiafu,90.0,TO,1600404162.0,94.0,-18.65,-173.98,75.2,10.29
kavaratti,Kavaratti,40.0,IN,1600404163.0,79.0,10.57,72.64,84.2,13.87
cooma,Cooma,90.0,AU,1600404164.0,100.0,-36.23,149.13,50.0,16.11
xiongzhou,Xiongzhou,98.0,CN,1600404165.0,75.0,25.12,114.3,73.81,5.7
talaya,Talaya,67.0,RU,1600404166.0,57.0,61.38,152.75,44.42,8.52
arraial do cabo,Arraial do Cabo,0.0,BR,1600404168.0,90.0,-22.97,-42.03,70.59,9.1
clinton,Charter Township of Clinton,1.0,US,1600404169.0,93.0,42.59,-82.92,51.01,9.17
hidalgo,Hidalgo,38.0,MX,1600404170.0,94.0,20.5,-99.0,58.48,2.04
lufilufi,Lufilufi,20.0,WS,1600404171.0,74.0,-13.87,-171.6,86.0,8.05
totma,Tot'ma,100.0,RU,1600404172.0,95.0,59.97,42.76,54.82,5.44
komsomolskiy,Yangi Marg`ilon,43.0,UZ,1600404174.0,39.0,40.43,71.72,62.6,2.24
suffolk,Suffolk,75.0,US,1600404175.0,88.0,40.87,-72.8,69.01,8.19
sao raimundo nonato,São Raimundo Nonato,0.0,BR,1600404176.0,41.0,-9.02,-42.7,71.4,6.15
paamiut,Paamiut,97.0,GL,1600404177.0,83.0,61.99,-49.67,40.95,29.68
vanimo,Vanimo,65.0,PG,1600404179.0,64.0,-2.67,141.3,85.77,7.99
harqalah,Hergla,2.0,TN,1600404180.0,82.0,36.03,10.51,75.0,3.36
finschhafen,Finschhafen,100.0,PG,1600404181.0,82.0,-6.6,147.87,78.94,15.61
yokadouma,Yokadouma,100.0,CM,1600404182.0,96.0,3.52,15.05,68.99,0.58
el tigre,El Tigre,82.0,VE,1600404183.0,84.0,8.89,-64.25,75.6,4.65
margate,Margate,95.0,GB,1600404185.0,59.0,51.38,1.39,60.01,5.99
kismayo,Kismayo,18.0,SO,1600404186.0,74.0,-0.36,42.55,79.97,14.72
asfi,Safi,71.0,MA,1600404187.0,89.0,32.3,-9.24,68.95,10.02
macau,Macao,40.0,MO,1600404188.0,83.0,22.2,113.55,84.2,17.22
zhuhai,Zhuhai,40.0,CN,1600404189.0,83.0,22.28,113.57,84.2,17.22
vardo,Vardø,75.0,NO,1600404191.0,70.0,70.37,31.11,44.6,16.11
maryborough,Maryborough,45.0,AU,1600404192.0,65.0,-25.53,152.7,75.99,5.99
waingapu,Waingapu,30.0,ID,1600404193.0,50.0,-9.66,120.26,87.42,11.03
oistins,Oistins,20.0,BB,1600404194.0,88.0,13.07,-59.53,77.0,5.82
soto la marina,Soto la Marina,16.0,MX,1600403955.0,95.0,23.77,-98.22,73.99,4.0
dekar,Dekar,8.0,BW,1600404197.0,29.0,-21.53,21.93,62.62,5.75
gusau,Gusau,0.0,NG,1600404198.0,87.0,12.16,6.66,72.18,3.78
cuamba,Cuamba,3.0,MZ,1600404199.0,57.0,-14.8,36.54,71.46,5.06
atambua,Atambua,6.0,ID,1600404200.0,50.0,-9.11,124.89,86.31,1.45
bozdar,Bozdar Wada,14.0,PK,1600404201.0,63.0,27.18,68.64,91.4,8.7
